Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_14c_Purpose_of_research:_Other,Size,05_50 to 99 employees,2022,31,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,49.2
_14c_Purpose_of_research:_Other,Size,05_50 to 99 employees,2023,...,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Size,05_50 to 99 employees,2024,22,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,59.3
_14c_Purpose_of_research:_Other,Size,05_50 to 99 employees,2025,...,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2016,90,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,8
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2018,143,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,24
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2019,...,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2020,183,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,11.5
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2021,...,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2022,132,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,20.4
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2023,...,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2024,286,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,13.5
_14c_Purpose_of_research:_Other,Size,06_100 or more employees,2025,...,,NZ Dollars (millions),5 and 12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Total,Total,2016,176,,NZ Dollars (millions),12 and 15 and 16 and 28,16.9
_14c_Purpose_of_research:_Other,Total,Total,2018,226,,NZ Dollars (millions),12 and 15 and 16 and 28,18.5
_14c_Purpose_of_research:_Other,Total,Total,2019,...,,NZ Dollars (millions),12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Total,Total,2020,312,,NZ Dollars (millions),12 and 15 and 16 and 28,14.2
_14c_Purpose_of_research:_Other,Total,Total,2021,...,,NZ Dollars (millions),12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Total,Total,2022,228,,NZ Dollars (millions),12 and 15 and 16 and 28,17
_14c_Purpose_of_research:_Other,Total,Total,2023,...,,NZ Dollars (millions),12 and 15 and 16 and 28,...
_14c_Purpose_of_research:_Other,Total,Total,2024,393,,NZ Dollars (millions),12 and 15 and 16 and 28,13
_14c_Purpose_of_research:_Other,Total,Total,2025,...,,NZ Dollars (millions),12 and 15 and 16 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2016,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2024,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2018,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2019,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2020,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2021,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2022,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2023,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2024,C,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,C
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,B_Mining,2025,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2016,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2024,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,C_Manufacturing,2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2018,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2019,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2020,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2021,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2022,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2023,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2024,C,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,C
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2025,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2016,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2024,C,,NZ Dollars (millions),10 and 12 and 15 and 28,C
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,E_Construction,2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2016,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2024,C,,NZ Dollars (millions),10 and 12 and 15 and 28,C
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,F_Wholesale Trade,2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2024,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,J_Information Media and Telecommunications,2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2024,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,K_Financial and Insurance Services,2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2022,C,,NZ Dollars (millions),10 and 12 and 15 and 28,C
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2024,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2016,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2024,C,,NZ Dollars (millions),10 and 12 and 15 and 28,C
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2018,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2019,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2020,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2021,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2022,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2023,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2024,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,N_Administrative and Support Services,2025,...,,NZ Dollars (millions),10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,O_Public Administration and Safety,2016,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
_14d_Purpose_of_research:_Knowledge_general,ANZSIC_1_Digit,O_Public Administration and Safety,2018,...,,NZ Dollars (millions),3 and 10 and 12 and 15 and 28,...
